,Title,Published_date,Views,Likes,Dislikes,Comments,Month
796,PMGC 2021 Grand Finals | Day 2,2022-01-22,2411728,209908,0,707,Jan
797,PMGC 2021 Grand Finals | Day 1,2022-01-21,2533953,224508,0,978,Jan
798,MORTAL &  REGALTOS • THE REUNION 😁,2022-01-21,374960,45954,0,656,Jan
799,WINZO WORLD WAR |  MORTAL VS MAVI | #mortalarmy,2022-01-21,97695,13036,0,34,Jan
800,NEW ROYALE PASS | NEW SEASON | SAME BADMASHI   #mortalarmy,2022-01-18,490879,48986,0,144,Jan
801,Random Accidently Guesses The New SouL Lineup !,2022-01-18,249030,32836,0,411,Jan
802,SPIDERMAN IS HERE with BOOMBAM CLASSICS and Badmash Audience  #mortalarmy,2022-01-17,517139,51733,0,82,Jan
803,WINZO WORLD WAR |  MORTAL VS THUG | #mortalarmy,2022-01-15,126608,15915,0,69,Jan
804,Team SouL New 2 Lineups ?,2022-01-14,345247,42622,0,548,Jan
805,Challenging India's #1 FIFA player! 😎 || Blue Mode Ep. 4 || @chelseafc  🔵,2022-01-13,251252,18282,0,206,Jan
806,Badmash Classic Squad XD  | #MortaLArmy,2022-01-12,561112,58847,0,188,Jan
807,BGMI BoomBam Classic Chill Stream | Valo 5v5 Later | #MortaLArmy,2022-01-11,563007,53957,0,137,Jan
808,WHEN MORTAL USES M24 IN BGMI • 31 KILLS • #MortaLArmy,2022-01-11,435900,43522,0,473,Jan
809,Carrying Coach of Team SouL to WWCD • 55 KILLS • #MortaLArmy,2022-01-08,336227,28615,0,391,Jan
810,Night BoomBam Chill Stream :D | #MortaLArmy,2022-01-07,401105,41822,0,127,Jan
811,Night BoomBam Chill Stream :D | #MortaLArmy,2022-01-06,499338,46383,0,235,Jan
812,BOOMBAM CLASSIC With Badmash Squad   | #MortaLArmy,2022-01-04,418203,39406,0,195,Jan
813,51 KILLS WITH RANDOMS ! •  DOMINATION IN ACE LOBBY • BGMI #MortaLArmy,2022-01-04,311806,28889,0,350,Jan
814,Human Fall Flat • But It's 18+,2022-01-02,292728,33808,0,377,Jan
815,2022 SECOND STREAM BOOMBAM CLASSIC xD Rank- Ace Master | Up next- Ace Dominator | #MortaLArmy,2022-01-02,564735,55556,0,67,Jan
816,2022 FIRST STREAM BOOMBAM CLASSIC Current Rank- Ace Master | Up next- Ace Dominator | #MortaLArmy,2022-01-01,489520,49142,0,77,Jan
817,2021 REWIND - MIXED EMOTIONS,2021-12-31,350663,58671,0,1000,Dec
818,Lamba stream kare kyaaa? RANK PUSH TO CONQUEROR  | Good Evening #MortaLArmy,2021-12-30,440768,44362,0,94,Dec
819,"1,00,000 UC • GLACIER X-SUIT OPENING | #BGMI #MortaLArmy",2021-12-30,761745,71604,0,817,Dec
820,DOMINATION IN ACE LOBBY | 109 KILLS • BGMI | #MortaLArmy,2021-12-29,881005,78783,0,512,Dec
821,ACE KA DARD KAAHE KHATAM NAHI HOTAAA :( | Good Morningggg #MortaLArmy,2021-12-29,550705,61942,0,64,Dec
822,QUALIFIED FOR BGIS | LET'S GOOOOO #MortaLArmy,2021-12-28,406509,60060,0,284,Dec
823,SANTA ON HARLEY • Spreading Happiness,2021-12-28,345473,61343,0,1669,Dec
824,BGMI HEAVY RANK PUSH IS HERE | Good morning publiccccc :D  | #mortalarmy,2021-12-28,472863,45361,0,66,Dec
825,REVEALING MY WATCH COLLECTION • @8bitGoldygg  NEW TATTOO • SPECIAL YT GIFT UNBOXING,2021-12-27,412097,47592,0,503,Dec
826,ROAD TO  CONQUEROR CONTINUES :D | #mortalarmy,2021-12-27,422537,46452,0,106,Dec
827,Unexpected Moment in Omegle ....,2021-12-26,279964,40443,0,442,Dec
828,Afternoon Rank Push with Randoms? :D | #mortalarmy,2021-12-26,424770,52577,0,97,Dec
829,Mad**J**t Series S2 - EP 2 - Gharme Bhoot hai | Ft @8bitbeg4mercy2 @8BITUMANG,2021-12-25,525931,83374,0,1197,Dec
830,Night Chill Stream VALORANT :D  | #mortalarmy MERRY CHRISTMAS :D,2021-12-24,126770,15941,0,37,Dec
831,X-Suit Opening :D | ROAD TO CONQUEROR now in ACE | #mortalarmy,2021-12-24,482470,62048,0,102,Dec
832,We played Secret Santa !  *SHOPPING VLOG*,2021-12-23,354104,46359,0,529,Dec
833,Good morning Chill Stream :D | ROAD TO CONQUEROR | #mortalarmy,2021-12-23,348044,35932,0,49,Dec
834,FOOTBALL PRO PLAYERS WATCH PARTY | eISL - Match 36 | Mumbai City FC vs SC East Bengal,2021-12-22,43770,4414,0,21,Dec
835,BGMI BoomBam Rank Push Stream :D | ROAD TO CONQUEROR | #mortalarmy,2021-12-22,257682,27646,0,51,Dec
836,Night Chill Stream is here :D | #mortalarmy,2021-12-21,172273,22635,0,34,Dec
837,Can i Escape with his help ? *ESCAPE SIMULATOR*,2021-12-21,104172,12493,0,148,Dec
838,BGMI Morning Chill Stream | Rank Push | #mortalarmy,2021-12-21,275493,30865,0,66,Dec
839,Valo Now ❤️ | HUMAN FALL FLAT WITH S8UL :D | #mortalarmy,2021-12-20,332835,32054,0,44,Dec
840,CANNOT BELIEVE I didn't see that coming *BGMI HIGH KILLS GAMEPLAY*,2021-12-19,383264,42280,0,320,Dec
841,DUO BOOMBAM IN BGMI | SCOUT & MORTAL | WINZO WORLD WAR | #mortalarmy,2021-12-17,358459,36852,0,71,Dec
842,NODWIN x PVR Cup | BGMI | Bengaluru Finals ft. Mortal vs Rebel Showmatch,2021-12-16,212247,17102,0,16,Dec
843,Mind-blowing Stories ft. @KaranSinghMagic  🤯 || Blue Mode Ep. 3 || @chelseafc  🔵,2021-12-15,59693,7918,0,128,Dec
844,Mad**J**t Series SEASON 2 - EP 1 - Naya Adda | Ft @8bitbeg4mercy2 @8BITUMANG,2021-12-14,904735,130957,0,2691,Dec
845,Night Chill Stream with Chachas :D  |   #mortal,2021-12-13,509261,50663,0,289,Dec
846,WHEN INDIAN YOUTUBERS PLAY SQUID GAME,2021-12-11,417209,43572,0,282,Dec
847,EVENING BGMI CHILL STREAM :D  |   #mortal,2021-12-11,383267,40413,0,258,Dec
848,"SASTA SQUID GAMES with many Youtubers @sc0utOP@soulregaltos9810  @SnaxGaming, rest in thumbnail #mortal",2021-12-10,1016148,95403,0,259,Dec
849,BoomBam Classics and Rank Push Chillstream |   #mortal,2021-12-09,479164,48430,0,148,Dec
850,RANDOM TEAMMATE WAS EATING *VIMAL* IN BGMI MATCH 😂 | #BGMI #FunnyHighlights,2021-12-09,331803,42447,0,447,Dec
851,AAJ GRENADE KILLS COUNT KARENGE | Night BOOMBAM Chill Stream | #rankpush #mortal,2021-12-07,509641,51699,0,110,Dec
852,Watch Party | National Finals of Red Bull M.E.O. Season 4 | Let's go Day 3,2021-12-05,788178,51563,0,88,Dec
853,Random player did not care about MortaL | #BGMI #FUNNYHIGHLIGHTS,2021-12-04,241087,29060,0,344,Dec
854,Watch party | National Finals of Red Bull M.E.O. Season 4 | Let's go Day 2,2021-12-04,770392,46478,0,88,Dec
855,National Finals of Red Bull M.E.O. Season 4 | Let's go Day 1,2021-12-03,809945,51363,0,28,Dec
856,Bahot late baatcheet and thoda Gameplay | #rankpush #mortal,2021-12-02,339010,37937,0,81,Dec
857,ULTIMATE ROAST BATTLE *MORTAL VS REGALTOS* 😁,2021-12-02,440872,57436,0,385,Dec
858,THIS INSANE MONITOR FROM GIGABYTE IS GAME CHANGER || M27Q review monitor,2021-11-26,50076,6074,0,188,Nov
859,50000 UC MASSIVE CRATE OPENING || IS S8UL family lucky ? 😍,2021-11-25,166824,24612,0,425,Nov
860,My LAST ATTEMPT at Going Pro in Call of duty mobile !,2021-11-24,49466,6091,0,297,Nov
861,#2 MY NEW CUTE PENGUIN SET in Rank Push :D   | #rankpush #mortal,2021-11-23,257355,24080,0,62,Nov
862,HOW MUCH DO EDITORS AT S8UL EARN $$$ ? | FunnyHighlight #MortaLArmy,2021-11-23,318987,42414,0,328,Nov
863,BGMI CROWN K TARAF | BOOMBAM Classic Stream :D | #rankpush #mortal,2021-11-22,706505,68973,0,160,Nov
864,VALO NIGHT | BGMI BOOMBAM Classic Stream :D | #rankpush #mortal,2021-11-21,513535,56459,0,103,Nov
865,ONE PIECE OR NARUTO *MortaL's Opinion* #MortaLArmy,2021-11-20,127297,12914,0,1638,Nov
866,"3 Year Streamversary :""D RANK PUSH and Randoms k sath MASTI in NEW STATE  | #newstate",2021-11-19,254500,27560,0,122,Nov
867,MORTAL VS BGMI CREATORS *PAN FIGHT* 😂 | FunnyHighlights #MortaLArmy,2021-11-19,259132,24757,0,266,Nov
868,"BEHELA , HASTAR and SHERLOCK k sath RANK PUSH in NEW STATE :D | #newstate",2021-11-18,399217,39061,0,181,Nov
869,Unboxing My New Gaming Beast | AMD ADVANTAGE LAPTOP | MSI,2021-11-18,105535,13164,0,495,Nov
870,BGMI TOURNAMENT DAY 2 | The Fall Season Face-Off Day 1 | BGMI 1.6.0,2021-11-17,585633,47573,0,139,Nov
871,BGMI TOURNAMENT AFTER A LONG TIME | The Fall Season Face-Off Day 1 | BGMI 1.6.0,2021-11-16,911215,71558,0,203,Nov
872,Chris Gayle invited us for a Party 😁 | #FunnyHighlights #MortaLArmy,2021-11-16,582634,73892,0,504,Nov
873,ZONE (@XTZESPORTS ) WITH UKC BRINGS CHRIS GAYLE & MortaL IN THE ULTIMATE ZONE PLAY CHALLENGE,2021-11-15,410480,45570,0,153,Nov
874,HARLEY DAVIDSON Iron 883 Delivery Vlog | *Unexpected experience*,2021-11-15,1659849,251927,0,2282,Nov
875,43 SOLO KILLS Challenge  |  PUBG NEW STATE  | #MortaLArmy,2021-11-14,170924,17153,0,285,Nov
876,PUBG : NEW STATE LIVE GOODIE GIFT UNBOXING | Survivor Pass MAX & GIVEAWAY |,2021-11-13,624208,57888,0,130,Nov
877,MINECRAFT IS BACK but......... A NEW BEGINNING | #CadburyFuseWhileGaming #minecraft #mortal,2021-11-12,239114,27440,0,132,Nov
878,PUBG : NEW STATE | 100 KILLS STREAM,2021-11-11,763306,69014,0,161,Nov
879,VALORANT LIVE: Chill Stream with S8uL  !vote | NEW STATE 2moro AFTERNOON 2PM,2021-11-10,141527,16529,0,132,Nov
880,Pokemon Unite Now ❤️ | Talk play and maybe play Stream !vote,2021-11-09,287784,39322,0,104,Nov
881,Playing with TEAM SOUL new IGL ? | BGMI HIGHLIGHT,2021-11-08,308792,28926,0,248,Nov
882,Pokemon Unite NEW SEASON WUHUUUUU | RANK PUSH BEGINS | !vote #mortalarmy,2021-11-08,143571,15461,0,74,Nov
883,Pokemon Now! ❤️ | V for Vote V for VALORANT LIVE: 5V5 Ek din mai IRON TO DIAMOND GAMEPLAY !vote,2021-11-07,237404,24979,0,67,Nov
884,The DARK SIDE of MORTAL | Funny Highlights,2021-11-07,312582,41535,0,285,Nov
885,BGMI LIVE : HARLEY DAVIDSON LAO RE BGMI ME | Thank you @KGDakku  | #BGMI !vote,2021-11-02,409091,44735,0,173,Nov
886,This is Why i play with YUZI BHAI 🤣 | #BGMI #MortaLArmy,2021-11-02,478023,44824,0,370,Nov
887,ULTRA TO MASTER STREAM? | Pokémon Unite #mortalarmy #Pokémon #unite,2021-11-02,108493,11969,0,40,Nov
888,BGMI LIVE : SCRIMS KA CHAAND AYA HAI AAAAAJ  :D | #BGMI !vote,2021-11-01,433969,50984,0,109,Nov
889,BGMI LIVE : CHICKEN DINNER Chill Night :D | #BGMI !vote,2021-10-31,432603,52540,0,154,Oct
890,TEAM MORTAL VS TEAM REGA | Pokémon Unite #mortalarmy #Pokémon #unite,2021-10-31,187745,18639,0,53,Oct
891,"NEW FEATURE, My team mate playing for ENEMY 🤬 |  PUBG NEW STATE  | #MortaLArmy",2021-10-30,318627,30758,0,545,Oct
892,MASTER PAHUCH K RAHENGE | Pokémon Unite #mortalarmy #Pokémon #unite,2021-10-29,139148,15275,0,144,Oct
893,"Blue Mode Ep. 1 ft. Ankur Diwakar | Chelsea FC, FIFA and much more 🎮🔵",2021-10-29,47056,6272,0,84,Oct
894,PUBG NEW STATE IS HERE | (FIRST LOOK)  EARLY ACCESS |#pubgnewstate #mortalarmy,2021-10-29,2327666,165927,0,888,Oct
895,Flying to S8UL GAMING HOUSE in Flight simulator X  | *ADDRESS LEAKED* | #MortaLArmy,2021-10-28,316892,36990,0,490,Oct
896,CARRYING A TEAM OF AFK PLAYERS IN POKEMON UNITE !,2021-10-27,22216,4046,0,220,Oct
897,NOW- VALO ||| GAMER TO PILOT? Flight Simulator | #mortalarmy,2021-10-26,422212,46354,0,142,Oct
898,BGMI CREATORS MEET  *DAY 1*  VLOG,2021-10-26,358003,55770,0,892,Oct
899,ROAD TO MASTER AND 7m |  Pokémon Unite #mortalarmy #Pokémon #unite,2021-10-26,163906,17929,0,71,Oct
900,Randoms and Pokémon Unite #mortalarmy #Pokémon #unite,2021-10-25,151504,18263,0,121,Oct
901,Gamerkind's Zombie Hunting Skills in Back 4 Blood,2021-10-23,115738,14732,0,36,Oct
902,THE MOST INTENSE POKEMON UNITE GAME EVER,2021-10-19,170439,15044,0,707,Oct
903,Valorant Badmashi and long stream today :D   !vote,2021-10-18,224090,24015,0,148,Oct
904,PokémonUnite NOW | BGMI LIVE: Full badmashi Squad :D  #mortalarmy !vote,2021-10-17,447458,52381,0,444,Oct
905,MORTAL vs Mercy   #mortalarmy #Pokémon #unite,2021-10-17,234802,22774,0,966,Oct
906,BGMI AFTER A LONG TIME :D | ASUS ROG 3 GAMEPLAY | Android time | #mortalarmy !vote,2021-10-16,582490,69071,0,325,Oct
907,The ULTIMATE Betrayal in S8UL AMONG US | Funny highlights,2021-10-15,503465,47082,0,362,Oct
908,Good Afternoon Pikachus xD #mortalarmy #Pokémon #unite,2021-10-15,167814,18534,0,127,Oct
909,AIRDROP WAR  *MORTAL VS YUZI CHAHAL*,2021-10-14,379018,42472,0,272,Oct
910,AFTERNOON PokémonUnite Stream :D EXCITED FOR DHINDORA #mortalarmy #Pokémon #unite,2021-10-14,208810,23155,0,73,Oct
911,AMONG US PARTYYYYYY with S8UL  :D | #mortalarmy,2021-10-13,361934,35519,0,169,Oct
912,AFTERNOON PokémonUnite Stream :D AMONG US AT NIGHT | #mortalarmy #Pokémon #unite,2021-10-13,102543,14141,0,96,Oct
913,ENEMIES DISTRUCTION IN CALL OF DUTY MOBILE,2021-10-13,21054,2304,0,178,Oct
914,Pokémon Unite CRUSTLE IS JODDDDD | Learning Crustle | #mortalarmy #Pokémon #unite,2021-10-12,140140,16566,0,106,Oct
915,ENEMIES DISTRUCTION IN CALL OF DUTY MOBILE,2021-10-12,2044,336,0,54,Oct
916,Multitasking challenge for #PlaywithBoman | Are you a #Betterhuman !?,2021-10-12,136217,16630,0,281,Oct
917,Pokémon Unite ROAD TO MASTER :D | #mortalarmy #Pokémon #unite,2021-10-11,165075,18275,0,141,Oct
918,CODM BR Worlds Invitational: LETS TRY TO WIN MortalxKGI #CODMBRWORLDS,2021-10-09,225460,19205,0,158,Oct
919,Killing BGMI CHEATERS with Kar98k | #MortaLArmy,2021-10-08,475744,50713,0,488,Oct
920,Pokémon Unite RANK PUSH with SUBSCRIBERS Expert + | #mortal !vote,2021-10-07,266091,28426,0,172,Oct
921,BR PRACTICE STREAM | Call Of Duty Mobile | BR Worlds Invitational Bootcamp w/ @KryptoNiaNIndia,2021-10-07,153622,18387,0,113,Oct
922,Live watchalong of the Launch of #Zyada - A TVS Ride,2021-10-07,211012,14597,0,98,Oct
923,"iQOO x MortaL New #iQOOZ5 is here, it's #FullyLoaded!",2021-10-04,219066,24595,0,426,Oct
924,Valorant me IGL karna padega ab xD 5v5 is here|  !vote,2021-10-02,260486,24280,0,116,Oct
925,Red Bull M.E.O. Season 4 India,2021-10-02,227499,30232,0,454,Oct
926,S8uL New Lineup? SID REBEL THUG MERCY MORTAL in  POKEMON UNITE :D,2021-10-01,329493,34750,0,207,Oct
927,Valo ki random ki duniya dekhte hain :D !vote PACIFY NEW MAP TOMORROW,2021-09-30,234877,29346,0,77,Sep
928,When SRK Plays BGMI with You | Funny Highlights | #MortaLArmy,2021-09-30,583814,67091,0,763,Sep
929,Roasting these 5 kids xD | VALORANT  5v5 :D !vote,2021-09-27,345441,35139,0,237,Sep
930,BE #FullyLoaded with Team SOUL,2021-09-27,138246,14901,0,107,Sep
931,BGMI LIVE : FULL RUSH GAMEPLAY | #BGMI !vote,2021-09-26,558026,59513,0,228,Sep
932,REGALTOS LEAVING TEAM SOUL ? Hahahaha XD,2021-09-26,640045,80182,0,796,Sep
933,REGALTOS LEAVING TEAM SOUL ? Hahahaha XD,2021-09-26,19286,3964,0,78,Sep
934,Short Stream BGMI LIVE : BoomBam Classics :D | #BGMI !vote,2021-09-25,341198,42262,0,247,Sep
935,HOW TO JOIN S8UL *FASTEST METHOD* | BGMI HIGHLIGHT | #MortaLArmy,2021-09-25,516824,60553,0,617,Sep
936,Isk Burger hajam nahi hue the xD | VALORANT NIGHT LIVE :D !vote,2021-09-24,163145,20322,0,126,Sep
937,BGMI LIVE : Playing with Subscribers :D Team Code | Wuhuuuuuuuuu  | #BGMI !vote,2021-09-23,528114,62930,0,268,Sep
938,"CRAZIEST CUSTOM ROOM FUN IN BGMI FT. YUZI CHAHAL , @8bitbeg4mercy2 @SouLZeref",2021-09-23,823195,76982,0,778,Sep
939,Valorant Night Time :D !vote,2021-09-22,249377,28669,0,112,Sep
940,BGMI SUBSCRIBERS ONLY CUSTOMS | #BGMI !vote,2021-09-21,607845,62469,0,395,Sep
941,TEAM SOUL MIRAMAR WWCD GAME | SCRIMS HIGHLIGHT | #MortaLARMY,2021-09-20,250065,33030,0,773,Sep
942,MIRACLE MIRACLE  BGMI STREAM  #EVENINGSTREAM #BGMI !vote,2021-09-19,588702,75367,0,224,Sep
943,10 BGMI Royale Pass GIVEAWAY FOR NEW SEASON | MortaL vs Scout WINZO World War EVENT | LATER BGMI,2021-09-17,594667,55586,0,255,Sep
944,Who will MARRY FIRST in S8UL ?,2021-09-17,372990,51391,0,784,Sep
945,VALORANT 5v5 IS HEREEEEEEE S8uL Dhamal | #mortalarmy !vote,2021-09-16,306588,29612,0,127,Sep
946,Live watchalong of the Launch of #TheWickedRide,2021-09-16,172451,21955,0,106,Sep
947,Airtel Gamer Connect I The future with Airtel 5G,2021-09-15,184124,28946,0,248,Sep
948,BGMI Live from HOME #2 | #BGMI !vote,2021-09-14,711273,78187,0,155,Sep
949,EASIEST WAY TO EARN MONEY IN BGMI *TIPS & TRICKS* | #BGMI #MortaLArmy,2021-09-14,342166,45489,0,401,Sep
950,BGMI Live from HOME | #BGMI !vote,2021-09-13,697006,76966,0,216,Sep
951,Team SouL is not done yet,2021-09-13,354672,49723,0,872,Sep
952,BGMI With Owner of Scripted news and senior sangwadata xD  | #BGMI !vote,2021-09-12,663964,71069,0,245,Sep
953,10 KILLS MIRAMAR CHICKEN DINNER IN BGMI COMPETITIVE | NEW ROTATION STRATEGY | #MortaLArmy,2021-09-11,441099,51952,0,874,Sep
954,ACE KA SAFAR WITH TEAM SOUL  | #BGMI !vote,2021-09-10,732832,75907,0,215,Sep
955,BGMI NIGHT WITH TEAM SOUL | #BGMI !vote,2021-09-09,589108,68511,0,250,Sep
956,BGMI LIVE: ACE KA SAFAR | Night Chill Stream | #BGMI !vote,2021-09-08,704752,74220,0,282,Sep
957,BGMI LIVE: All types of Randoms xD | Night Chill Stream | #BGMI !vote,2021-09-07,614275,67660,0,272,Sep
958,WE DESTROYED POCHINKI IN BGMI,2021-09-07,284412,40468,0,920,Sep
959,BGMI LIVE: BoomBam Classics with MortaL | Night Chill Stream  | #BGMI !vote,2021-09-06,539590,62447,0,196,Sep
960,DEADLIEST GUN IN CALL OF DUTY MOBILE,2021-09-06,55102,8620,0,721,Sep
961,PROFESSOR MORTARITO IS LIVE | Night Chill Stream  | #BGMI !vote,2021-09-04,596656,66122,0,305,Sep
962,X SUIT CRATE OPENING SPEED RUN || 10000 UC ONLY ?,2021-09-03,354800,51669,0,974,Sep
963,S8uL playing NEW HIDE AND SEEK GAME XD | #mortalarmy !vote,2021-09-02,461418,51154,0,191,Sep
964,1 BILLION VIEWS COMPLETED :D | #mortalarmy !vote Valo later ;),2021-09-01,675649,85030,0,247,Sep
965,MORTAL VS 2 SQUADS IN BGMI,2021-08-31,451350,50640,0,992,Aug
966,VALORANT NIGHT CHILL STREAM :D | #valorant !vote,2021-08-30,245952,31070,0,90,Aug
967,HOW NOT TO MAKE SCOUT ANGRY IN VALORANT,2021-08-30,246293,33278,0,304,Aug
968,I TRIED TO SURVIVE IN WATER AND THEN .... (31 Kills),2021-08-28,475594,57562,0,652,Aug
969,EASY DOMINATION IN CALL OF DUTY MOBILE,2021-08-26,89402,10436,0,508,Aug
970,BGMI Night Chill Stream  | #BGMI !vote,2021-08-25,829409,77658,0,328,Aug
971,BGMI BOOMBAM CLASSICS  and 11:30pm Onwards VALORANT  | #BGMI !vote,2021-08-24,711154,68634,0,263,Aug
972,BGMI BOOMBAM CLASSICS ARE BACK with MortaL :d  | #BGMI !vote,2021-08-23,1003684,118046,0,289,Aug
973,SHOTGUN RAMPAGE IN BGMI | FUNNY HIGHLIGHT | #MortaLArmy,2021-08-18,764337,76308,0,1121,Aug
974,STREAMER VS TOXIC SUPERCHATS,2021-08-17,457734,55411,0,504,Aug
975,MY NEW GAMING ROOM | Portable Powerfull PC and a GIFT FROM CHELSEA FC.,2021-08-14,1841254,243747,0,4137,Aug
976,INTENSE DEATH MATCH IN CODM MOBILE |#MortaLArmy,2021-08-13,118866,13168,0,892,Aug
977,THE BGMI DUO MORTAL AND MAFIA | #MortaLArmy,2021-08-11,532292,59720,0,1036,Aug
978,MORTAL VS HACKER IN BGMI | #MortaLArmy,2021-08-10,865731,86517,0,913,Aug
979,MORTAL LEAVING TEAM SOUL ? | #BGMI #MortaLArmy,2021-08-09,943979,100067,0,1049,Aug
980,THE MOST INTENSE TDM MATCH IN BGMI | 35-35 | #MortaLArmy,2021-08-08,287754,32954,0,308,Aug
981,GLACIAL PUNISHER SET CRATE OPENING | #BGMI #MotaLArmy,2021-08-07,452782,57167,0,490,Aug
982,Good Morning BoomBam Chill Stream with MortaL | #BGMI !vote,2021-08-07,1051890,86983,0,188,Aug
983,Chit-Chat | Winzo World War Event 10 Royal Pass GiveAway | #BGMI !vote,2021-08-06,502575,51127,0,139,Aug
984,"TROLLING @8bitGoldygg GONE WRONG ! ""FRIENDLY FIRE""",2021-08-05,591019,66379,0,475,Aug
985,This is why I love DP-28 🤩,2021-08-05,293000,19475,0,493,Aug
986,High kills nikalte hain chalo :D | #BGMI !vote,2021-08-04,1217169,129899,0,321,Aug
987,2 Din aya nhi k regular streamer bangaya xD| #BGMI !vote,2021-08-03,1253829,133823,0,199,Aug
988,DP-28 GILDED JADE DRAGON OPENING IN BGMI | #MortaLArmy,2021-08-02,576527,61572,0,931,Aug
989,Yaad agya Youtube ka password ao ab :D | #BGMI !vote,2021-08-02,1555163,180921,0,188,Aug
990,I Tried To become SCOUT And ...... | #MortaLArmy #BGMI,2021-08-01,1008633,103190,0,756,Aug
991,INTENSE END ZONE WITH SNAX IN BGMI || #MortaLArmy,2021-07-31,989127,91278,0,941,Jul
992,"80,000 UC DEEP SEA CYSCOUT SET CRATE OPENING || #BGMI #MortaLArmy",2021-07-30,925767,119212,0,1664,Jul
993,ONLY MOTHERTONGUE CHALLENGE IN BGMI,2021-07-29,990454,125636,0,4415,Jul
994,15 BGMI Royale Pass GIVEAWAY | MortaL vs Scout WINZO World War EVENT | LATER BGMI TDM,2021-07-29,1179191,108836,0,233,Jul
995,BUYING THE ASM10 - Abyssal Agent IN CALL OF DUTY MOBILE,2021-07-28,115764,14028,0,368,Jul
996,"Good Morning Chill Stream, GLACIER SET IS OP :D   | #BGMI !vote | No Promotions",2021-07-28,1461017,132546,0,231,Jul
997,"MORTAL , PAYAL VS MERCY , SNAX | TDM MATCH | #BGMI #MortaLArmy",2021-07-27,954180,101997,0,1157,Jul
998,Good Morning Chill Stream :D   | #BGMI !vote | No Promotions,2021-07-27,1404522,144665,0,340,Jul
999,THE GRENADE KING is back || #BGMI #MortaLArmy,2021-07-24,2195593,218929,0,2952,Jul
1000,Call of Duty Mobile X Codashop Challenge,2021-07-24,236906,24213,0,95,Jul
1001,Rank Push and Chill Stream :D  | #BGMI !vote | No Promotions,2021-07-23,1100208,109123,0,343,Jul
1002,MY PHONE Got SWITCHED OFF ON STREAM | #FUNNYHIGHLIGHT #BGMI #MortaLArmy,2021-07-21,937178,106743,0,1228,Jul
1003,CARRY I Will DEFEAT YOU in EVERY GAME,2021-07-20,1367242,159057,0,1505,Jul
1004,Conqueror Rank Push :D | #BGMI !vote | No Promotions,2021-07-18,1728857,161322,0,476,Jul
1005,Conqueror Rank Push :D | #BGMI !vote | No Promotions,2021-07-16,1505777,150805,0,445,Jul
1006,SEASON 1 OF BGMI IS HERE :D  | #BGMI !vote | No Promotions,2021-07-15,1244005,116799,0,370,Jul
1007,CODM Team CODA - Red unveiling,2021-07-15,163041,18241,0,125,Jul
1008,Ye nahi hum asli tesla lega :P #CHILLSTREAM | #BGMI !vote | No Promotions,2021-07-13,1621878,171298,0,356,Jul
1009,Lets feel light together :D #Chillstream | #BGMI !vote | No Promotions,2021-07-12,1583901,131548,0,351,Jul
1010,BUYING THE LOCUS NEPTUNE IN COD MOBILE,2021-07-12,134674,14460,0,640,Jul
1011,Late night Chill Stream :D | #BGMI !vote | No Promotions,2021-07-11,1801854,151490,0,271,Jul
1012,"Trolling when there is girl in team FT- Payal , Rega and Mercy",2021-07-11,1890711,166879,0,1521,Jul
